"Merchant ID","Merchant Name","Batch Date","Batch Reference Number","Transaction Date","Transaction Type","Transaction Card Type","Transaction Card Number","Transaction Amount"
570573452568744594,"Merchant #570573452568744594",2018-05-05,695414706326421339459103,2018-05-04,Sale,DC,180054******6815,6.63
570573452568744594,"Merchant #570573452568744594",2018-05-05,695414706326421339459103,2018-05-04,Sale,MC,206823******5350,40.75
570573452568744594,"Merchant #570573452568744594",2018-05-05,695414706326421339459103,2018-05-04,Sale,AX,993032******9732,74.81
570573452568744594,"Merchant #570573452568744594",2018-05-05,695414706326421339459103,2018-05-04,Sale,DC,649634******3183,38.35
570573452568744594,"Merchant #570573452568744594",2018-05-05,695414706326421339459103,2018-05-04,Sale,DC,364043******6049,64.37
570573452568744594,"Merchant #570573452568744594",2018-05-05,695414706326421339459103,2018-05-04,Sale,DC,274024******3193,51.07
414021196811337258,"Merchant #414021196811337258",2018-05-05,7477084048171928959591,2018-05-04,Sale,AX,967412******8511,32.81
414021196811337258,"Merchant #414021196811337258",2018-05-05,7477084048171928959591,2018-05-04,Sale,AX,289503******1488,7.84
414021196811337258,"Merchant #414021196811337258",2018-05-05,7477084048171928959591,2018-05-04,Sale,MC,239841******4098,7.21
414021196811337258,"Merchant #414021196811337258",2018-05-05,7477084048171928959591,2018-05-04,Sale,DC,432753******1140,77.37
414021196811337258,"Merchant #414021196811337258",2018-05-05,505625273220766228328886,2018-05-04,Sale,DC,284535******5142,41.74
414021196811337258,"Merchant #414021196811337258",2018-05-05,505625273220766228328886,2018-05-04,Sale,AX,908281******7002,84.06
414021196811337258,"Merchant #414021196811337258",2018-05-05,505625273220766228328886,2018-05-04,Sale,AX,885557******8265,25.96
414021196811337258,"Merchant #414021196811337258",2018-05-05,505625273220766228328886,2018-05-04,Sale,MC,156883******1075,10.45
414021196811337258,"Merchant #414021196811337258",2018-05-05,505625273220766228328886,2018-05-04,Sale,VI,946214******0268,57.34
414021196811337258,"Merchant #414021196811337258",2018-05-05,505625273220766228328886,2018-05-04,Sale,VI,556570******0408,75.73
414021196811337258,"Merchant #414021196811337258",2018-05-05,505625273220766228328886,2018-05-04,Sale,VI,180318******8028,54.17
414021196811337258,"Merchant #414021196811337258",2018-05-05,505625273220766228328886,2018-05-04,Sale,AX,370142******2656,33.64
414021196811337258,"Merchant #414021196811337258",2018-05-05,505625273220766228328886,2018-05-04,Sale,DC,241936******2208,2.90
414021196811337258,"Merchant #414021196811337258",2018-05-05,44861314797466646275154,2018-05-04,Sale,DC,217042******7259,85.45
414021196811337258,"Merchant #414021196811337258",2018-05-05,862414384969985487132248,2018-05-04,Sale,VI,989864******1239,93.74
414021196811337258,"Merchant #414021196811337258",2018-05-05,862414384969985487132248,2018-05-04,Refund,DC,613281******1487,-26.75
414021196811337258,"Merchant #414021196811337258",2018-05-05,862414384969985487132248,2018-05-04,Sale,DC,289287******4328,12.80
414021196811337258,"Merchant #414021196811337258",2018-05-05,862414384969985487132248,2018-05-04,Sale,DC,835743******4247,40.86
414021196811337258,"Merchant #414021196811337258",2018-05-05,862414384969985487132248,2018-05-04,Sale,VI,986023******0454,49.55
414021196811337258,"Merchant #414021196811337258",2018-05-05,862414384969985487132248,2018-05-04,Sale,MC,391969******2659,16.09
414021196811337258,"Merchant #414021196811337258",2018-05-05,862414384969985487132248,2018-05-04,Sale,MC,599218******5889,27.80
414021196811337258,"Merchant #414021196811337258",2018-05-05,862414384969985487132248,2018-05-04,Sale,AX,668650******6573,32.28
414021196811337258,"Merchant #414021196811337258",2018-05-05,862414384969985487132248,2018-05-04,Sale,MC,852427******5798,98.32
414021196811337258,"Merchant #414021196811337258",2018-05-05,862414384969985487132248,2018-05-04,Refund,MC,824501******5299,-90.64
414021196811337258,"Merchant #414021196811337258",2018-05-05,677674625639449912827977,2018-05-04,Sale,AX,747604******9372,90.66
414021196811337258,"Merchant #414021196811337258",2018-05-05,677674625639449912827977,2018-05-04,Sale,AX,664161******4169,82.38
414021196811337258,"Merchant #414021196811337258",2018-05-05,677674625639449912827977,2018-05-04,Sale,AX,679877******1375,67.12
414021196811337258,"Merchant #414021196811337258",2018-05-05,677674625639449912827977,2018-05-04,Sale,AX,744790******1407,54.06
767742410631437882,"Merchant #767742410631437882",2018-05-05,16759681333014918514569,2018-05-04,Sale,MC,480815******8359,26.79
767742410631437882,"Merchant #767742410631437882",2018-05-05,79173812813171452986194,2018-05-04,Sale,MC,573625******2099,87.94
767742410631437882,"Merchant #767742410631437882",2018-05-05,229660187232128093216672,2018-05-04,Sale,AX,834289******5593,90.22
767742410631437882,"Merchant #767742410631437882",2018-05-05,229660187232128093216672,2018-05-04,Sale,MC,506421******4496,2.64
767742410631437882,"Merchant #767742410631437882",2018-05-05,229660187232128093216672,2018-05-04,Sale,VI,223140******0087,46.58
767742410631437882,"Merchant #767742410631437882",2018-05-05,229660187232128093216672,2018-05-04,Sale,DC,708038******5628,31.73
767742410631437882,"Merchant #767742410631437882",2018-05-05,229660187232128093216672,2018-05-04,Sale,DC,544467******0331,95.64
767742410631437882,"Merchant #767742410631437882",2018-05-05,229660187232128093216672,2018-05-04,Sale,MC,583669******2533,73.48
767742410631437882,"Merchant #767742410631437882",2018-05-05,229660187232128093216672,2018-05-04,Sale,MC,475533******6838,4.06
767742410631437882,"Merchant #767742410631437882",2018-05-05,229660187232128093216672,2018-05-04,Sale,DC,762533******4427,85.33
767742410631437882,"Merchant #767742410631437882",2018-05-05,229660187232128093216672,2018-05-04,Sale,VI,430190******2132,17.39
767742410631437882,"Merchant #767742410631437882",2018-05-05,229660187232128093216672,2018-05-04,Sale,VI,118037******9528,89.73
767742410631437882,"Merchant #767742410631437882",2018-05-05,621889304291181714251141,2018-05-04,Sale,AX,170766******9421,76.62
767742410631437882,"Merchant #767742410631437882",2018-05-05,621889304291181714251141,2018-05-04,Sale,AX,716348******2941,68.61
767742410631437882,"Merchant #767742410631437882",2018-05-05,266729837527926905413472,2018-05-04,Refund,MC,374093******1836,-39.52
767742410631437882,"Merchant #767742410631437882",2018-05-05,266729837527926905413472,2018-05-04,Sale,DC,395773******3014,63.16
767742410631437882,"Merchant #767742410631437882",2018-05-05,266729837527926905413472,2018-05-04,Sale,AX,233573******8545,93.56
767742410631437882,"Merchant #767742410631437882",2018-05-05,266729837527926905413472,2018-05-04,Sale,MC,842806******5241,26.91
933665395304131508,"Merchant #933665395304131508",2018-05-05,898441858404833572196362,2018-05-04,Sale,DC,721543******4714,20.57
933665395304131508,"Merchant #933665395304131508",2018-05-05,898441858404833572196362,2018-05-04,Sale,VI,494600******5875,85.58
933665395304131508,"Merchant #933665395304131508",2018-05-05,898441858404833572196362,2018-05-04,Sale,AX,605966******0948,95.78
933665395304131508,"Merchant #933665395304131508",2018-05-05,898441858404833572196362,2018-05-04,Sale,DC,980473******9116,18.78
933665395304131508,"Merchant #933665395304131508",2018-05-05,898441858404833572196362,2018-05-04,Sale,VI,911536******7833,58.76
933665395304131508,"Merchant #933665395304131508",2018-05-05,898441858404833572196362,2018-05-04,Sale,MC,685583******2662,44.55
933665395304131508,"Merchant #933665395304131508",2018-05-05,898441858404833572196362,2018-05-04,Sale,VI,857923******2225,14.62
933665395304131508,"Merchant #933665395304131508",2018-05-05,376339753407953702956266,2018-05-04,Sale,VI,448226******6777,79.24
933665395304131508,"Merchant #933665395304131508",2018-05-05,376339753407953702956266,2018-05-04,Refund,VI,766057******2689,-46.16
933665395304131508,"Merchant #933665395304131508",2018-05-05,376339753407953702956266,2018-05-04,Sale,DC,717563******0577,81.10
933665395304131508,"Merchant #933665395304131508",2018-05-05,376339753407953702956266,2018-05-04,Sale,AX,855717******2603,77.58
933665395304131508,"Merchant #933665395304131508",2018-05-05,715353740092923747146572,2018-05-04,Sale,DC,327808******8514,2.79
933665395304131508,"Merchant #933665395304131508",2018-05-05,715353740092923747146572,2018-05-04,Sale,DC,833610******4113,41.54
933665395304131508,"Merchant #933665395304131508",2018-05-05,715353740092923747146572,2018-05-04,Sale,AX,664401******3049,27.85
933665395304131508,"Merchant #933665395304131508",2018-05-05,715353740092923747146572,2018-05-04,Sale,VI,550009******8724,48.72
933665395304131508,"Merchant #933665395304131508",2018-05-05,715353740092923747146572,2018-05-04,Sale,VI,897997******7551,64.93
933665395304131508,"Merchant #933665395304131508",2018-05-05,715353740092923747146572,2018-05-04,Sale,AX,623761******5366,32.23
933665395304131508,"Merchant #933665395304131508",2018-05-05,715353740092923747146572,2018-05-04,Sale,DC,517338******0661,45.75
933665395304131508,"Merchant #933665395304131508",2018-05-05,715353740092923747146572,2018-05-04,Sale,AX,107630******3978,38.49
933665395304131508,"Merchant #933665395304131508",2018-05-05,715353740092923747146572,2018-05-04,Sale,MC,381658******0917,50.76
933665395304131508,"Merchant #933665395304131508",2018-05-05,715353740092923747146572,2018-05-04,Sale,DC,480092******6611,68.64
120177383123457352,"Merchant #120177383123457352",2018-05-05,51304371465221894795862,2018-05-04,Refund,DC,992004******7660,-39.49
120177383123457352,"Merchant #120177383123457352",2018-05-05,51304371465221894795862,2018-05-04,Refund,DC,816174******3641,-25.44
120177383123457352,"Merchant #120177383123457352",2018-05-05,51304371465221894795862,2018-05-04,Sale,VI,939099******9908,43.97
120177383123457352,"Merchant #120177383123457352",2018-05-05,51304371465221894795862,2018-05-04,Refund,DC,527137******0093,-56.47
120177383123457352,"Merchant #120177383123457352",2018-05-05,51304371465221894795862,2018-05-04,Sale,MC,346122******2749,25.03
120177383123457352,"Merchant #120177383123457352",2018-05-05,51304371465221894795862,2018-05-04,Sale,DC,338294******7711,12.64
120177383123457352,"Merchant #120177383123457352",2018-05-05,51304371465221894795862,2018-05-04,Sale,VI,644450******3222,2.28
120177383123457352,"Merchant #120177383123457352",2018-05-05,443446121501853843869310,2018-05-04,Refund,MC,136331******2894,-27.98
120177383123457352,"Merchant #120177383123457352",2018-05-05,443446121501853843869310,2018-05-04,Sale,AX,992723******3570,56.35
120177383123457352,"Merchant #120177383123457352",2018-05-05,443446121501853843869310,2018-05-04,Refund,AX,774811******4664,-99.37
120177383123457352,"Merchant #120177383123457352",2018-05-05,443446121501853843869310,2018-05-04,Sale,MC,627848******4146,9.77
120177383123457352,"Merchant #120177383123457352",2018-05-05,443446121501853843869310,2018-05-04,Sale,AX,118288******1153,45.13
120177383123457352,"Merchant #120177383123457352",2018-05-05,443446121501853843869310,2018-05-04,Sale,MC,905067******2009,87.84
120177383123457352,"Merchant #120177383123457352",2018-05-05,443446121501853843869310,2018-05-04,Sale,DC,290120******9565,94.20
120177383123457352,"Merchant #120177383123457352",2018-05-05,443446121501853843869310,2018-05-04,Sale,MC,504762******2980,3.52
120177383123457352,"Merchant #120177383123457352",2018-05-05,16379286437244878189439,2018-05-04,Sale,MC,675258******9812,92.77
120177383123457352,"Merchant #120177383123457352",2018-05-05,16379286437244878189439,2018-05-04,Sale,DC,641787******3138,78.86
120177383123457352,"Merchant #120177383123457352",2018-05-05,16379286437244878189439,2018-05-04,Sale,MC,549607******3399,40.31
120177383123457352,"Merchant #120177383123457352",2018-05-05,16379286437244878189439,2018-05-04,Sale,MC,202671******3796,33.22
120177383123457352,"Merchant #120177383123457352",2018-05-05,16379286437244878189439,2018-05-04,Sale,VI,274392******2170,73.64
120177383123457352,"Merchant #120177383123457352",2018-05-05,16379286437244878189439,2018-05-04,Sale,DC,724624******3784,85.02
120177383123457352,"Merchant #120177383123457352",2018-05-05,16379286437244878189439,2018-05-04,Sale,VI,791440******2450,93.74
120177383123457352,"Merchant #120177383123457352",2018-05-05,75352463725417740654666,2018-05-04,Sale,DC,568514******3340,99.92
120177383123457352,"Merchant #120177383123457352",2018-05-05,75352463725417740654666,2018-05-04,Sale,AX,157873******8771,80.84
120177383123457352,"Merchant #120177383123457352",2018-05-05,75352463725417740654666,2018-05-04,Refund,AX,954035******0727,-33.72
120177383123457352,"Merchant #120177383123457352",2018-05-05,75352463725417740654666,2018-05-04,Sale,AX,182751******6333,47.85
814564648155110729,"Merchant #814564648155110729",2018-05-05,188692979462432306558216,2018-05-04,Sale,DC,567837******1550,95.69
814564648155110729,"Merchant #814564648155110729",2018-05-05,188692979462432306558216,2018-05-04,Sale,DC,604703******9582,14.53
814564648155110729,"Merchant #814564648155110729",2018-05-05,188692979462432306558216,2018-05-04,Sale,VI,620735******8234,79.76
814564648155110729,"Merchant #814564648155110729",2018-05-05,188692979462432306558216,2018-05-04,Sale,MC,932476******1550,54.99
814564648155110729,"Merchant #814564648155110729",2018-05-05,188692979462432306558216,2018-05-04,Sale,VI,110009******4603,84.24
814564648155110729,"Merchant #814564648155110729",2018-05-05,188692979462432306558216,2018-05-04,Sale,DC,224731******1408,55.78
814564648155110729,"Merchant #814564648155110729",2018-05-05,188692979462432306558216,2018-05-04,Sale,VI,468001******1696,15.15
814564648155110729,"Merchant #814564648155110729",2018-05-05,188692979462432306558216,2018-05-04,Sale,AX,582708******6297,23.21
814564648155110729,"Merchant #814564648155110729",2018-05-05,188692979462432306558216,2018-05-04,Sale,AX,734690******2370,27.82
814564648155110729,"Merchant #814564648155110729",2018-05-05,188692979462432306558216,2018-05-04,Refund,MC,218041******5028,-34.19
814564648155110729,"Merchant #814564648155110729",2018-05-05,571154712774707716715906,2018-05-04,Sale,VI,947654******6916,82.42
814564648155110729,"Merchant #814564648155110729",2018-05-05,571154712774707716715906,2018-05-04,Sale,DC,777074******4691,12.82
814564648155110729,"Merchant #814564648155110729",2018-05-05,571154712774707716715906,2018-05-04,Sale,MC,424553******9784,20.83
814564648155110729,"Merchant #814564648155110729",2018-05-05,571154712774707716715906,2018-05-04,Sale,VI,202483******4538,56.56
814564648155110729,"Merchant #814564648155110729",2018-05-05,571154712774707716715906,2018-05-04,Sale,DC,875760******4794,65.16
814564648155110729,"Merchant #814564648155110729",2018-05-05,571154712774707716715906,2018-05-04,Refund,DC,312287******0930,-91.16
814564648155110729,"Merchant #814564648155110729",2018-05-05,571154712774707716715906,2018-05-04,Sale,DC,959035******5122,47.10
814564648155110729,"Merchant #814564648155110729",2018-05-05,571154712774707716715906,2018-05-04,Sale,VI,220679******2179,56.14
814564648155110729,"Merchant #814564648155110729",2018-05-05,293644969107246246664877,2018-05-04,Sale,DC,137193******0068,22.90
814564648155110729,"Merchant #814564648155110729",2018-05-05,293644969107246246664877,2018-05-04,Sale,DC,762031******1915,82.78
814564648155110729,"Merchant #814564648155110729",2018-05-05,293644969107246246664877,2018-05-04,Sale,AX,375858******4491,3.57
814564648155110729,"Merchant #814564648155110729",2018-05-05,293644969107246246664877,2018-05-04,Sale,DC,814365******7741,13.69
814564648155110729,"Merchant #814564648155110729",2018-05-05,293644969107246246664877,2018-05-04,Sale,DC,231455******4465,87.35
814564648155110729,"Merchant #814564648155110729",2018-05-05,293644969107246246664877,2018-05-04,Sale,DC,764366******6655,40.51
814564648155110729,"Merchant #814564648155110729",2018-05-05,293644969107246246664877,2018-05-04,Sale,AX,113943******0249,47.51
814564648155110729,"Merchant #814564648155110729",2018-05-05,293644969107246246664877,2018-05-04,Sale,VI,259505******1898,64.00
814564648155110729,"Merchant #814564648155110729",2018-05-05,293644969107246246664877,2018-05-04,Sale,MC,966172******0881,50.87
814564648155110729,"Merchant #814564648155110729",2018-05-05,293644969107246246664877,2018-05-04,Sale,AX,982837******1865,3.60
403043305313490001,"Merchant #403043305313490001",2018-05-05,838578544218230076957855,2018-05-04,Sale,DC,197893******7590,94.39
403043305313490001,"Merchant #403043305313490001",2018-05-05,31524673399740060293862,2018-05-04,Sale,MC,210085******1857,88.20
403043305313490001,"Merchant #403043305313490001",2018-05-05,31524673399740060293862,2018-05-04,Sale,DC,541454******9507,14.15
403043305313490001,"Merchant #403043305313490001",2018-05-05,31524673399740060293862,2018-05-04,Sale,AX,523831******5024,25.00
403043305313490001,"Merchant #403043305313490001",2018-05-05,31524673399740060293862,2018-05-04,Sale,MC,325547******7165,97.54
403043305313490001,"Merchant #403043305313490001",2018-05-05,31524673399740060293862,2018-05-04,Sale,AX,190356******6651,58.22
403043305313490001,"Merchant #403043305313490001",2018-05-05,95715722643135203160536,2018-05-04,Sale,AX,555298******4070,18.15
403043305313490001,"Merchant #403043305313490001",2018-05-05,95715722643135203160536,2018-05-04,Sale,DC,817269******6946,17.38
403043305313490001,"Merchant #403043305313490001",2018-05-05,95715722643135203160536,2018-05-04,Sale,MC,125845******0376,17.22
403043305313490001,"Merchant #403043305313490001",2018-05-05,95715722643135203160536,2018-05-04,Sale,MC,208638******1222,77.98
403043305313490001,"Merchant #403043305313490001",2018-05-05,95715722643135203160536,2018-05-04,Sale,MC,103332******3138,77.61
403043305313490001,"Merchant #403043305313490001",2018-05-05,95715722643135203160536,2018-05-04,Sale,DC,453009******7382,16.08
403043305313490001,"Merchant #403043305313490001",2018-05-05,95715722643135203160536,2018-05-04,Sale,MC,623242******9075,96.85
403043305313490001,"Merchant #403043305313490001",2018-05-05,95715722643135203160536,2018-05-04,Sale,VI,421946******9677,1.06
403043305313490001,"Merchant #403043305313490001",2018-05-05,435452321179163816125918,2018-05-04,Sale,VI,708178******2996,58.75
403043305313490001,"Merchant #403043305313490001",2018-05-05,435452321179163816125918,2018-05-04,Sale,AX,660830******7625,31.03
403043305313490001,"Merchant #403043305313490001",2018-05-05,435452321179163816125918,2018-05-04,Sale,VI,271443******7668,9.44
403043305313490001,"Merchant #403043305313490001",2018-05-05,435452321179163816125918,2018-05-04,Refund,MC,274448******8283,-19.89
403043305313490001,"Merchant #403043305313490001",2018-05-05,435452321179163816125918,2018-05-04,Sale,DC,319077******4852,30.85
403043305313490001,"Merchant #403043305313490001",2018-05-05,435452321179163816125918,2018-05-04,Sale,VI,344559******7546,10.39
403043305313490001,"Merchant #403043305313490001",2018-05-05,435452321179163816125918,2018-05-04,Refund,DC,728010******0513,-5.62
403043305313490001,"Merchant #403043305313490001",2018-05-05,435452321179163816125918,2018-05-04,Sale,DC,726864******1858,72.24
403043305313490001,"Merchant #403043305313490001",2018-05-05,435452321179163816125918,2018-05-04,Sale,DC,463308******1403,32.43
801981754479611699,"Merchant #801981754479611699",2018-05-05,246910739814499600607792,2018-05-04,Refund,DC,129046******0537,-7.76
801981754479611699,"Merchant #801981754479611699",2018-05-05,246910739814499600607792,2018-05-04,Sale,AX,104465******9290,80.31
801981754479611699,"Merchant #801981754479611699",2018-05-05,246910739814499600607792,2018-05-04,Sale,DC,541267******3912,69.48
801981754479611699,"Merchant #801981754479611699",2018-05-05,246910739814499600607792,2018-05-04,Sale,DC,556075******6302,12.18
801981754479611699,"Merchant #801981754479611699",2018-05-05,246910739814499600607792,2018-05-04,Sale,MC,999918******9331,80.94
801981754479611699,"Merchant #801981754479611699",2018-05-05,111567896234422573357140,2018-05-04,Sale,MC,659128******1359,38.57
801981754479611699,"Merchant #801981754479611699",2018-05-05,111567896234422573357140,2018-05-04,Sale,DC,803632******6354,26.79
801981754479611699,"Merchant #801981754479611699",2018-05-05,111567896234422573357140,2018-05-04,Sale,AX,865037******6315,26.51
801981754479611699,"Merchant #801981754479611699",2018-05-05,649616144028981026503095,2018-05-04,Sale,VI,186022******8971,57.10
801981754479611699,"Merchant #801981754479611699",2018-05-05,649616144028981026503095,2018-05-04,Sale,DC,493426******8220,5.46
801981754479611699,"Merchant #801981754479611699",2018-05-05,649616144028981026503095,2018-05-04,Sale,MC,132173******2681,59.88
801981754479611699,"Merchant #801981754479611699",2018-05-05,649616144028981026503095,2018-05-04,Sale,DC,824560******5787,25.99
801981754479611699,"Merchant #801981754479611699",2018-05-05,649616144028981026503095,2018-05-04,Sale,VI,154523******4962,64.33
801981754479611699,"Merchant #801981754479611699",2018-05-05,649616144028981026503095,2018-05-04,Sale,MC,495129******2148,5.08
801981754479611699,"Merchant #801981754479611699",2018-05-05,649616144028981026503095,2018-05-04,Sale,MC,455697******3926,77.30
801981754479611699,"Merchant #801981754479611699",2018-05-05,649616144028981026503095,2018-05-04,Sale,AX,633236******3278,33.89
801981754479611699,"Merchant #801981754479611699",2018-05-05,524855135389939858769302,2018-05-04,Sale,AX,880088******2362,99.43
801981754479611699,"Merchant #801981754479611699",2018-05-05,524855135389939858769302,2018-05-04,Sale,MC,419870******8970,75.93
801981754479611699,"Merchant #801981754479611699",2018-05-05,524855135389939858769302,2018-05-04,Sale,VI,596517******6615,33.96
801981754479611699,"Merchant #801981754479611699",2018-05-05,524855135389939858769302,2018-05-04,Sale,AX,383110******1618,68.68
801981754479611699,"Merchant #801981754479611699",2018-05-05,524855135389939858769302,2018-05-04,Sale,MC,896656******5504,78.79
801981754479611699,"Merchant #801981754479611699",2018-05-05,524855135389939858769302,2018-05-04,Refund,DC,922831******4565,-44.98
801981754479611699,"Merchant #801981754479611699",2018-05-05,524855135389939858769302,2018-05-04,Sale,MC,198707******2632,59.81
801981754479611699,"Merchant #801981754479611699",2018-05-05,524855135389939858769302,2018-05-04,Sale,DC,540951******4637,96.86
801981754479611699,"Merchant #801981754479611699",2018-05-05,313995580555977589758629,2018-05-04,Sale,AX,314021******4003,44.71
801981754479611699,"Merchant #801981754479611699",2018-05-05,313995580555977589758629,2018-05-04,Sale,MC,255637******1986,24.68
801981754479611699,"Merchant #801981754479611699",2018-05-05,313995580555977589758629,2018-05-04,Sale,AX,924627******9879,47.15
801981754479611699,"Merchant #801981754479611699",2018-05-05,313995580555977589758629,2018-05-04,Sale,AX,652714******6693,82.56
801981754479611699,"Merchant #801981754479611699",2018-05-05,313995580555977589758629,2018-05-04,Sale,DC,891772******6650,83.18
801981754479611699,"Merchant #801981754479611699",2018-05-05,313995580555977589758629,2018-05-04,Sale,DC,797281******9128,9.28
801981754479611699,"Merchant #801981754479611699",2018-05-05,313995580555977589758629,2018-05-04,Sale,DC,541747******2840,82.05
801981754479611699,"Merchant #801981754479611699",2018-05-05,313995580555977589758629,2018-05-04,Sale,AX,370661******9282,88.54
801981754479611699,"Merchant #801981754479611699",2018-05-05,313995580555977589758629,2018-05-04,Sale,MC,847335******4291,8.83
801981754479611699,"Merchant #801981754479611699",2018-05-05,313995580555977589758629,2018-05-04,Sale,AX,618560******4548,83.64
443357825019836512,"Merchant #443357825019836512",2018-05-05,5268587538440565489136,2018-05-04,Sale,DC,586553******3258,97.48
443357825019836512,"Merchant #443357825019836512",2018-05-05,5268587538440565489136,2018-05-04,Sale,AX,743812******5124,92.53
443357825019836512,"Merchant #443357825019836512",2018-05-05,531716238812298520534019,2018-05-04,Sale,VI,868164******3232,69.70
443357825019836512,"Merchant #443357825019836512",2018-05-05,531716238812298520534019,2018-05-04,Sale,AX,775019******7805,61.64
443357825019836512,"Merchant #443357825019836512",2018-05-05,531716238812298520534019,2018-05-04,Sale,DC,569440******9843,65.14
443357825019836512,"Merchant #443357825019836512",2018-05-05,531716238812298520534019,2018-05-04,Sale,AX,479011******5802,74.04
443357825019836512,"Merchant #443357825019836512",2018-05-05,531716238812298520534019,2018-05-04,Sale,AX,631048******2313,74.47
443357825019836512,"Merchant #443357825019836512",2018-05-05,531716238812298520534019,2018-05-04,Sale,DC,476571******0941,76.56
443357825019836512,"Merchant #443357825019836512",2018-05-05,531716238812298520534019,2018-05-04,Sale,MC,806521******8843,47.46
443357825019836512,"Merchant #443357825019836512",2018-05-05,487546223804698321151082,2018-05-04,Sale,DC,858171******7655,73.24
443357825019836512,"Merchant #443357825019836512",2018-05-05,487546223804698321151082,2018-05-04,Sale,DC,851914******4100,83.65
443357825019836512,"Merchant #443357825019836512",2018-05-05,487546223804698321151082,2018-05-04,Sale,AX,386544******5990,94.04
443357825019836512,"Merchant #443357825019836512",2018-05-05,487546223804698321151082,2018-05-04,Sale,AX,616395******4973,6.87
